text,class,text_clean
อย่าเอาความเสมอภาคทางเพศมาพูดถ้ายังจะเหยียดผู้หญิงอยู่แบบนี้ เสนียดชิบหาย,1,อย่า เอา ความ เสมอ ภาค ทาง เพศ มา พูด ถ้า ยังจะ เหยียด ผู้ หญิง อยู่ แบบ นี้   เสนียดชิบหาย
ไม่อยากจะเข้าไปส่องให้เป็นเสนียดเเก่ทวิต,1,ไม่ อยาก จะ เข้า ไป ส่อง ให้ เป็น เสนียดเเก่ทวิต
ด่าเราว่าเสนียด แต่เธอเสนียดทางสังคมยิ่งกว่าเราอีกอะ,1,ด่า เรา ว่า เสนียด   แต่ เธอ เสนียด ทาง สังคม ยิ่งกว่า เรา อีก อะ
อย่าเรียกว่ากุพวกเดียวกะมึงเรย ไม่ได้นับญาติทางไหน เสนียด,1,อย่า เรียก ว่า กุ พวก เดียว กะ มึง เรย   ไม่ ได้ นับ ญาติ ทาง ไหน   เสนียด
แม้แต่คำว่าคนรู้จักกูก็ไม่ให้มึง มึงมันเสนียดในชีวิตกู,1,แม้แต่ คำ ว่า คนรู้จัก กู ก็ ไม่ ให้ มึง   มึง มัน เสนียด ใน ชีวิต กู
ได้ยินชื่อมึงก็ขยะแขยงแล้วอ่ะ ไม่อยากให้คนดีๆไปเปื้อนเสนียดของมึงเลย,1,ได้ ยินชื่อ มึง ก็ ขยะแขยง แล้ว อ่ะ   ไม่ อยาก ให้ คนดี ๆ ไป เปื้อนเสนียด ของ มึง เลย
ใครจะไปยุ่งกับมันหื้อเป็นเสนียดติดตัวกูวะ,1,ใคร จะ ไป ยุ่ง กับ มัน หื้อ เป็น เสนียดติดตัว กู วะ
เอาเถอะแอนตี้แฟนต่อให้พวกกูอยู่ไกลสุดจากกาแล็คซี่ พวกมึงก็ตามไปอยู่ดี เก่งจริงๆเรื่องเป็นเสนียดเกาะคนอื่นเนี้ย **อ่านให้ดีก่อนด่านะจ๊ะ**,1,เอา เถอะ แอนตี้แฟน ต่อ ให้ พวกกู อยู่ ไกล สุด จาก กาแล็คซี่   พวกมึง ก็ตาม ไป อยู่ ดี   เก่ง จริงๆ เรื่อง เป็น เสนียดเกาะคน อื่น เนี้ย   **อ่าน ให้ดี ก่อน ด่า นะ จ๊ะ **
อ้าวหรอๆๆๆๆ ไม่โหวตหรอๆๆๆ นี่แค่จะมองหน้าออนนี่มึงก็เสนียดตาแล้วจ้า ไม่คิดโหวตให้เหมือนกันเท่าเทียมแล้วเนอะๆ,1,อ้าวหรอ ๆ ๆ ๆ ๆ   ไม่ โหวตหรอ ๆ ๆ ๆ   นี่ แค่จะ มอง หน้าออน นี่ มึง ก็ เสนียดตา แล้ว จ้า   ไม่ คิด โหวต ให้ เหมือน กัน เท่า เทียม แล้ว เนอะ ๆ
ต่างหูกุจะแรดไปหนายยย 555555555555,0,ต่าง หูกุ จะ แรด ไป ห นาย ยย   555555555555
แรดขึ้นทุกวันเลยนะตัวกู,0,แรด ขึ้น ทุกวัน เลย นะ ตัว กู
นอกจากปลาแรด ขอยกให้อุทัยธานีคือเมืองแห่งหมูเด้ง มีอยู่ในทุกอย่าง แล้วอร่อยสัด รัก,0,นอกจาก ปลาแรด   ขอ ยกให้ อุทัยธานี คือ เมือง แห่ง หมูเด้ง   มี อยู่ ใน ทุกอย่าง   แล้ว อร่อยสัด   รัก
รีบออกมาจากห้องสอบเพื่อมองหน้าผช ชัดๆนี่แรดมากมั้ยคะ,0,รีบ ออก มา จาก ห้องสอบ เพื่อ มอง หน้าผช   ชัด ๆ นี่ แรด มาก มั้ย คะ
ไม่กล้าสวย กลัวจะแรด,0,ไม่ กล้าสวย   กลัว จะ แรด
บางคนก็แอบแรด แต่กูดูออกนะบอกก่อนเพราะกูแรดกว่า555555555,0,บาง คน ก็ แอบแรด   แต่ กู ดู ออก นะ บอก ก่อน เพราะ กู แรด กว่า 555555555
กูจะแรดออกรสให้ดู รู้จักกูน้อยไปป่าวอะ,0,กู จะ แรด ออก รส ให้ ดู   รู้จัก กู น้อย ไป ป่าวอะ
บางทีกูก็ไม่อยากจะกดเข้าไปหาอ่านอะไรเพราะเสนียดจัญไรมันมักจะแฝงอยู่ทุกที่นี่แหละ,0,บางที กู ก็ ไม่ อยาก จะ กด เข้า ไป หาอ่าน อะไร เพราะ เสนียดจัญ ไร มัน มักจะ แฝง อยู่ ทุกที่ นี่แหละ
